,course_level,course_rating,course_title,course_type,link,skills
471,beginner,4.7,mathematics for machine learning multivariate calculus,['course'],httpswwwcourseraorglearnmultivariatecalculusmachinelearning,linear regression vector calculus multivariable calculus gradient descent
472,intermediate,4.5,architecting with google cloud platform 日本語版,['specialization'],httpswwwcourseraorgspecializationsgcparchitecturejp,architecting with google cloud platform 日本語版
473,beginner,4.7,aws fundamentals building serverless applications,['course'],httpswwwcourseraorglearnawsfundamentalsbuildingserverlessapplications,aws lambda amazon lex amazon api gateway serverless architecture amazon dynamodb
474,beginner,4.6,administración de proyectos principios básicos,['specialization'],httpswwwcourseraorgspecializationsadministracionproyectos,risk management microsoft project cost project
475,intermediate,4.8,frontend web ui frameworks and tools bootstrap 4,['course'],httpswwwcourseraorglearnbootstrap4,bootstrap frontend framework nodejs jquery sass stylesheet language
476,mixed,4.7,positive psychology,['course'],httpswwwcourseraorglearnpositivepsychology,gratitude kindness meditation positive psychology
477,beginner,4.7,foundations of global health,['specialization'],httpswwwcourseraorgspecializationsglobalhealth,foundations of global health
478,mixed,4.7,introductory human physiology,['course'],httpswwwcourseraorglearnphysiology,metabolic pathways biology organ systems medicine
479,intermediate,4.6,practical time series analysis,['course'],httpswwwcourseraorglearnpracticaltimeseriesanalysis,time series forecasting time series time series models
480,beginner,4.9,sustainable fashion,['course'],httpswwwcourseraorglearnsustainablefashion,sustainable fashion
481,beginner,4.9,periodismo digital y combate a las fake news,['course'],httpswwwcourseraorglearnperiodismodigital,periodismo digital y combate a las fake news
482,beginner,4.5,business english for nonnative speakers,['specialization'],httpswwwcourseraorgspecializationsbusinessenglishspeakers,business communication communication business writing writing
483,beginner,4.7,fintech foundations payments and regulations,['course'],httpswwwcourseraorglearnwhartonfintechoverviewpaymentsregulations,fintech foundations payments and regulations
484,intermediate,4.6,bayesian statistics from concept to data analysis,['course'],httpswwwcourseraorglearnbayesianstatistics,statistics bayesian statistics bayesian inference r programming
485,intermediate,4.8,functional programming principles in scala,['course'],httpswwwcourseraorglearnprogfun1,recursion scala programming array programming functional programming
486,intermediate,4.6,user interface design,['specialization'],httpswwwcourseraorgspecializationsuserinterfacedesign,user research heuristic evaluation paper prototyping user interface
487,beginner,4.7,agile meets design thinking,['course'],httpswwwcourseraorglearnuvadardengettingstartedagile,agile user stories user experience design uxd agile software development product management software development
488,beginner,4.8,medical cannabis the health effects of thc and cbd,['specialization'],httpswwwcourseraorgspecializationshealtheffectscannabisthccbd,how to ask insightful questions about the safety of cannabis and cbd products creation of concise evidencebased infographics on cannabis and cbd evaluating the strengths and weakness of research papers on cannabis and cbd communicating evidence based information on risks and benefits of cannabis and cbd
489,beginner,4.9,bugs 101 insecthuman interactions,['course'],httpswwwcourseraorglearnbugs101,biology entomology science ecology
490,mixed,4.6,introduction to search engine optimization,['course'],httpswwwcourseraorglearnsearchengineoptimization,search algorithm search engine optimization seo mathematical optimization semantics
491,mixed,4.6,global diplomacy  diplomacy in the modern world,['course'],httpswwwcourseraorglearnglobaldiplomacy,policy analysis art history international relations
492,beginner,4.9,introdução à ciência da computação com python parte 1,['course'],httpswwwcourseraorglearncienciacomputacaopythonconceitos,python syntax and semantics python programming idle python programming language
493,beginner,4.8,clinical terminology for international and us students,['course'],httpswwwcourseraorglearnclinicalterminology,english language clinical experience vital signs medical device
494,advanced,4.2,optical engineering,['specialization'],httpswwwcourseraorgspecializationsopticalengineering,optical system specification optimization of optical systems optical design
495,mixed,4.8,математические методы в психологии основы применения mathematical methods in psychology basics of applying,['course'],httpswwwcourseraorglearnmatematicheskiyemetodyvpsikhologii,математические методы в психологии основы применения mathematical methods in psychology basics of applying
496,intermediate,4.9,основы разработки на c белый пояс,['course'],httpswwwcourseraorglearncpluspluswhite,computer programming c17 algorithms objectoriented programming oop
497,mixed,4.5,understanding research methods,['course'],httpswwwcourseraorglearnresearchmethods,understanding research methods
498,beginner,4.7,diversity and inclusion in the workplace,['course'],httpswwwcourseraorglearndiversityinclusionworkplace,diversity and inclusion in the workplace
499,beginner,4.8,wine tasting sensory techniques for wine analysis,['course'],httpswwwcourseraorglearnwine,wine tasting sensory techniques for wine analysis
500,mixed,4.7,devenir entrepreneur du changement,['course'],httpswwwcourseraorglearnentrepreneurchangement,business model communication social entrepreneurship entrepreneurship
501,mixed,4.8,financing and investing in infrastructure,['course'],httpswwwcourseraorglearninfrastructureinvesting,capital budgeting risk analysis project finance
502,intermediate,4.7,browserbased models with tensorflowjs,['course'],httpswwwcourseraorglearnbrowserbasedmodelstensorflow,convolutional neural network machine learning tensorflow object detection tensorflowjs
503,mixed,4.7,grammar and punctuation,['course'],httpswwwcourseraorglearngrammarpunctuation,english grammar punctuation grammar writing
504,mixed,4.6,introduction to philosophy,['course'],httpswwwcourseraorglearnphilosophy,introduction to philosophy
505,intermediate,4.3,getting started with aws machine learning,['course'],httpswwwcourseraorglearnawsmachinelearning,artificial intelligence ai machine learning amazon sagemaker natural language processing nlp computer vision
506,beginner,4.6,java programming solving problems with software,['course'],httpswwwcourseraorglearnjavaprogramming,algorithms problem solving string computer science java programming
507,beginner,4.6,presentation skills speechwriting slides and delivery,['specialization'],httpswwwcourseraorgspecializationspresentationskills,presentation skills speechwriting slides and delivery
508,mixed,4.2,introduction to spreadsheets and models,['course'],httpswwwcourseraorglearnwhartonintroductionspreadsheetsmodels,monte carlo method microsoft excel linear programming lp solver
509,beginner,4.8,introduction to g suite,['course'],httpswwwcourseraorglearnintroductiongsuite,introduction to g suite
510,mixed,4.6,introduction to software product management,['course'],httpswwwcourseraorglearnintroductiontosoftwareproductmanagement,agile software development software product management software project management
511,beginner,4.7,learn mandarin chinese,['specialization'],httpswwwcourseraorgspecializationslearnmandarin,learn mandarin chinese
512,intermediate,4.4,marketing con redes sociales,['specialization'],httpswwwcourseraorgspecializationsmarketingredessociales,social media marketing social media plan sostac
513,beginner,4.5,introduction to cybersecurity tools  cyber attacks,['course'],httpswwwcourseraorglearnintroductioncybersecuritycyberattacks,information security infosec ibm new collar malware cybersecurity cyber attacks
514,beginner,4.8,circular economy  sustainable materials management,['course'],httpswwwcourseraorglearncirculareconomy,circular economy  sustainable materials management
515,mixed,4.8,preparing to manage human resources,['course'],httpswwwcourseraorglearnmanaginghumanresources,human resources hr resource management hr strategy
